actor_segment_id;sigep_code;treasury_code;initials;label;description;mission;vision;id;sector;descripcion_sector
f27ab995-b8f1-436b-80a1-e3465bb876ad;;;SDCRD;Secretaría Distrital de Cultura;Secretaría encargada del desarrollo y promoción de la cultura, el deporte y la recreación.;Liderar la formulación e implementación concertada de políticas públicas en arte, cultura, patrimonio, recreación y deporte, así como la transformación y sostenibilidad cultural y deportiva de la ciudad, garantizando los derechos culturales, reconociendo a los habitantes de Bogotá como creadores, agentes de cambio y el centro de todas nuestras acciones en la construcción de una ciudad creadora, cuidadora, consciente e incluyente.;En el 2030, la Secretaría de Cultura, Recreación y Deporte será reconocida como líder en la transformación cultural de la ciudad, con capacidad de adaptación a las dinámicas de la ciudad, la democracia cultural, la inclusión de la dimensión recreo-deportiva y cultural, consolidando la internacionalización cultural y deportiva con la participación de creadores y gestores del sector, donde la cultura, el arte, el patrimonio, la recreación y el deporte seguirán siendo fundamentales en la calidad de vida de los habitantes de Bogotá, forjando una ciudad más consciente, incluyente y cuidadora.;df3c6d45-a610-452f-9f01-3efae7005f0f;Cultura Recreación y Deporte;Promueve el patrimonio cultural, la expresión artística, el deporte y las actividades recreativas.
fd4c9d0b-a750-4831-bbce-27c98c43ab17;;;Invest in Bogota;Corporación para el Desarrollo y la Productividad Bogotá Región (Invest in Bogota);Organización dedicada a fomentar el desarrollo productivo y la competitividad en la región.;Apoyar a inversionistas que están explorando oportunidades en Bogotá y Cundinamarca;Contribuir al desarrollo socioeconómico, la competitividad y la calidad de vida de Bogotá-Región;cfb6616c-d584-48dc-83f9-cb9468c6838d;Desarrollo Económico Industria y Turismo;Impulsa el crecimiento económico, el apoyo a empresas y el fomento del turismo en Bogotá.
fd4c9d0b-a750-4831-bbce-27c98c43ab17;4642;221;IDT;Instituto Distrital de Turismo;Institución que promueve el turismo y la oferta turística de Bogotá.;"El Instituto Distrital de Turismo promueve el desarrollo integral y fortalecimiento económico de Bogotá, a través del turismo como integrador social, económico y mitigante del impacto ambiental; mediante políticas, planes y proyectos desde las vocaciones locales, la generación de información, la promoción de ciudad a nivel nacional e internacional como destino competitivo, sostenible, seguro, accesible e incluyente, que se articula con la región para mejorar la calidad de vida de sus habitantes y los actores de la cadena de valor del sector.";El Instituto Distrital de Turismo será reconocido en 2026, como la entidad referente en la gestión y la promoción de Bogotá, como destino turístico competitivo líder en Latinoamérica, caracterizándose por tener un talento humano orgulloso, íntegro y comprometido.;1b09ae65-d423-41ce-bb04-76539e953cd1;Desarrollo Económico Industria y Turismo;Impulsa el crecimiento económico, el apoyo a empresas y el fomento del turismo en Bogotá.
fd4c9d0b-a750-4831-bbce-27c98c43ab17;4797;200;IPES;Instituto para la Economía Social;Instituto que impulsa la economía social y el emprendimiento en la ciudad.;"El Instituto para la Economía Social tiene como propósito ofertar alternativas de generación de ingresos a la población de la economía informal que ejerce sus actividades en el espacio público; así como administrar y desarrollar acciones de fortalecimiento del Sistema Distrital de Plazas de Mercado, para aportar al desarrollo económico de la ciudad.";En el 2025, seremos reconocidos por aportar al trabajo decente y al mejoramiento de las condiciones sociales y productivas de la población de la economía informal, que contribuyan al crecimiento económico y reducción de las desigualdades de la ciudad, así mismo, contaremos con plazas de mercado posicionadas como lugares de encuentro ciudadano, abastecimiento de productos de calidad, referentes turísticos y gastronómicos del país.;e32446a6-18d0-481c-b2b4-3e32a9356113;Desarrollo Económico Industria y Turismo;Impulsa el crecimiento económico, el apoyo a empresas y el fomento del turismo en Bogotá.
fd4c9d0b-a750-4831-bbce-27c98c43ab17;6126;117;SDDE;Secretaría Distrital de Desarrollo Económico;Organismo responsable de la promoción del desarrollo económico y empresarial en Bogotá.;Somos la entidad Distrital que lidera la formulación, gestión y ejecución de políticas de desarrollo económico, competitividad y economía rural, orientadas a promover y fortalecer las empresas y emprendedores, el abastecimiento alimentario y la promoción de empleo y de nuevos ingresos para los ciudadanos y ciudadanas en la Bogotá -Región.;La SDDE será reconocida en el año 2024 como una entidad efectiva en la implementación y en la gestión de políticas de desarrollo económico, orientadas a la inclusión productiva, el emprendimiento y la empleabilidad para alcanzar la reactivación y adaptación económica, a través del fortalecimiento y promoción de los corazones productivos y desarrollo de sectores de alto impacto, la innovación y la creatividad en la Bogotá-Región.;6da76978-4091-4857-991a-24dbc6ac5894;Desarrollo Económico Industria y Turismo;Impulsa el crecimiento económico, el apoyo a empresas y el fomento del turismo en Bogotá.
7a47affd-5955-4ef4-baaa-3f50fb750c0b;;;ATENEA;Agencia Distrital para la Educación Superior;Organismo encargado de promover la educación superior, la ciencia y la tecnología en Bogotá.;Consolidar el sistema de educación y formación posmedia distrital, generando oportunidades para el acceso y permanencia a una oferta pertinente con calidad y potenciar las capacidades del ecosistema de Ciencia, Tecnología e Innovación para hacer de Bogotá una ciudad productiva, innovadora y sostenible.;En 2028, Bogotá será reconocida como una ciudad basada en el conocimiento, líder en América Latina por contar con un sistema de educación posmedia pertinente y de calidad que promueve el acceso y la permanencia con equidad, donde la Ciencia, la Tecnología y la Innovación son el motor para la solución de retos de ciudad y para el bienestar de sus todos sus habitantes.;33af8b45-5729-4d4c-89da-46e4eccd9b42;Educación;Garantiza el acceso a educación de calidad, fomenta la innovación en el aprendizaje y el desarrollo académico.
7a47affd-5955-4ef4-baaa-3f50fb750c0b;4801;219;IDEP;Instituto para la Investigación Educativa y el Desarrollo Pedagógico;Instituto enfocado en la investigación y el desarrollo pedagógico en el sector educativo.;Fortalecer y gestionar la investigación y la innovación, así como el desarrollo pedagógico y profesional docente, con miras a producir conocimiento que aporte al cierre de las brechas socioeducativas, a la garantía del derecho a la educación, a la transformación pedagógica y al reconocimiento del saber docente, para aportar en la construcción de un nuevo contrato social y ambiental.;En 2030, el IDEP será reconocido a nivel distrital, nacional e internacional como un centro de investigación, innovación y desarrollo pedagógico de la más alta calidad académica que produce conocimiento relevante, pertinente y riguroso orientado a la transformación educativa y pedagógica, al desarrollo profesional docente y a la garantía del derecho a la educación;e6e31363-d0e1-4ece-bc04-b52a0896a5c3;Educación;Garantiza el acceso a educación de calidad, fomenta la innovación en el aprendizaje y el desarrollo académico.
7a47affd-5955-4ef4-baaa-3f50fb750c0b;6121;112;SED;Secretaría de Educación del Distrito;Secretaría responsable de la formulación y ejecución de políticas educativas en Bogotá.;"Promover la oferta educativa en la ciudad para garantizar el acceso y la permanencia de los niños, niñas y jóvenes en el sistema educativo, en sus distintas formas, niveles y modalidades; la calidad y pertinencia de la educación, con el propósito de formar individuos capaces de vivir productiva, creativa y responsablemente en comunidad.";La SED garantizará el derecho a la educación de los niños, niñas y jóvenes de la ciudad, a través de colegios distritales modernos, humanos e incluyentes y de un proceso de formación democrático, participativo, permanente, personal, cultural y social.;1da7de14-57d3-4f35-8b1e-f66c3d95aeeb;Educación;Garantiza el acceso a educación de calidad, fomenta la innovación en el aprendizaje y el desarrollo académico.
7a47affd-5955-4ef4-baaa-3f50fb750c0b;6243;230;UDFJC;Universidad Distrital Francisco José de Caldas;Universidad pública distrital que ofrece programas de educación superior en Bogotá.;"La Universidad Distrital Francisco José de Caldas es un espacio social y una organización institucional, ente autónomo del orden distrital, que tiene entre sus finalidades la formación de profesionales especializados y de ciudadanos activos; la producción y reproducción del conocimiento científico, además de la innovación tecnológica y la creación artística. Impulsa el diálogo de saberes y promueve una pedagogía, capaz de animar la reflexión y la curiosidad de los estudiantes; además, fomenta un espíritu crítico en la búsqueda de verdades abiertas; en la promoción de la ciencia y la creación; asimismo, de la ciudadanía y la democracia; y alienta la deliberación, fundada en la argumentación y en el diálogo razonado.";"Para el 2030 la Universidad Distrital Francisco José de Caldas será reconocida, nacional e internacionalmente, como una institución de alta calidad en la formación de ciudadanos responsables y profesionales del mejor nivel, en la producción de conocimiento científico, artístico y de innovación tecnológica; propósitos que desplegará en los campos de la docencia, la investigación y la extensión.";d267f1c6-2620-4a80-815a-557a23492ba4;Educación;Garantiza el acceso a educación de calidad, fomenta la innovación en el aprendizaje y el desarrollo académico.
df651548-3cd9-450b-b85e-d7f8960b020d;8101;136;SJD;Secretaría Jurídica Distrital;Entidad que asesora y representa legalmente al distrito en asuntos jurídicos.;Liderar la gestión jurídica del Distrito Capital mediante la defensa efectiva e integra de sus intereses. Promover el uso eficiente y transparente de los recursos públicos, la prevención del daño antijurídico, la promoción de la seguridad jurídica y la articulación interinstitucional, fomentando la innovación, la gestión del conocimiento y el control social para el desarrollo sostenible y la confianza ciudadana, a través de la ejecución de políticas en contratación estatal, racionalización normativa, participación ciudadana incidente, gestión judicial y disciplinaria y la representación estratégica de la ciudad en ámbitos jurídicos.;Para 2027 seremos reconocidos como referente en la gestión jurídica pública de una ciudad capital como Bogotá D.C., liderando con transparencia, innovación y eficiencia. Nuestro compromiso es fortalecer la confianza ciudadana, promover la justicia social, la seguridad jurídica y garantizar el desarrollo sostenible de Bogotá D.C. mediante la defensa del patrimonio público y la implementación de soluciones jurídicas que aseguren un uso eficiente de los recursos y una administración pública integra.;b3a1580a-2f11-468c-9336-e1ce3cc1e57b;Gestión Jurídica;Brinda asesoría legal, garantiza el cumplimiento normativo y la defensa jurídica de entidades públicas.
ae080b01-bd39-45e3-b01e-266b6d9d6de8;;;;Agencia de Analítica de Datos;Entidad especializada en el análisis de datos para la toma de decisiones estratégicas en el distrito.;Impulsar la toma de decisiones basadas en datos mediante la generación de soluciones analíticas para transformar la ciudad y mejorar la calidad de vida de las personas;Ser la agencia analítica de datos referente de la región, reconocidos como catalizador para la construcción de ciudades inteligentes, mediante la consolidación de un ecosistema y la construcción de soluciones innovadoras y sostenibles, que generan un impacto positivo en la sociedad;0b4bb22e-1a88-4ce8-b69f-7ae4fba8a9d1;Gestión Publica;Enfocado en mejorar la administración pública, la eficiencia institucional y la transparencia gubernamental.
ae080b01-bd39-45e3-b01e-266b6d9d6de8;2737;125;DASCD;Departamento Administrativo del Servicio Civil Distrital;Institución encargada de la administración del servicio civil y la gestión del talento humano.;Entidad rectora y articuladora del servicio civil en Bogotá, responsable de promover y orientar técnicamente el fortalecimiento de la Gestión Integral del Talento Humano para que responda a las necesidades de la ciudadanía.;En 2030, el DASCD tendrá un posicionamiento local e internacional en la gestión estratégica del talento humano por lograr una administración pública distrital con capacidad técnica, creativa, innovadora, empática y diversa para el goce efectivo de los derechos de la ciudadanía en Bogotá región.;7e1205f0-4cd8-4e39-80fd-7651266ddc5f;Gestión Publica;Enfocado en mejorar la administración pública, la eficiencia institucional y la transparencia gubernamental.
ae080b01-bd39-45e3-b01e-266b6d9d6de8;6132;104;;Secretaría General de la Alcaldía Mayor de Bogotá D.C.;Secretaría encargada de la gestión administrativa del despacho del alcalde mayor.;La Secretaría General de la Alcaldía Mayor de Bogotá, D.C., es la entidad líder del sector Gestión Pública que desarrolla condiciones para generar valor público, con el fin de lograr una ciudad moderna con un modelo de gobierno abierto, contribuir a la construcción de la paz y la reconciliación, y mejorar la calidad de vida de la ciudadanía.;En 2030 la Secretaría General de la Alcaldía Mayor de Bogotá, D.C., será reconocida por posicionar una gestión pública distrital moderna, eficiente, transparente y abierta, y por generar las condiciones necesarias para la consolidación de la paz y la reconciliación en Bogotá Región, a través de los valores institucionales y en diálogo permanente con la ciudadanía.;55d0f698-9b69-4a7f-8a64-33a3e2236f56;Gestión Publica;Enfocado en mejorar la administración pública, la eficiencia institucional y la transparencia gubernamental.
4f3b76a2-ce2f-45e2-b454-dd3254fdf8e2;2732;127;DADEP;Departamento Administrativo de la Defensoría del Espacio Público;Entidad responsable de la gestión y defensa del espacio público en la ciudad.;Contribuir al mejoramiento de la calidad de vida en Bogotá, por medio de una eficaz defensa del espacio público, de una óptima administración del patrimonio inmobiliario de la ciudad y de la construcción de una nueva cultura del espacio público, que garantice su uso y disfrute colectivo y estimule la participación comunitaria.;En 2030, la entidad será  líder en la gestión integral del Espacio Público a nivel distrital, contribuyendo a que la ciudadanía disfrute de espacios públicos seguros e inclusivos. Además, seremos referentes en la gestión del patrimonio inmobiliario distrital, la generación de conocimiento urbanístico, la creación de alianzas estratégicas y el fomento de la participación y cultura ciudadana.;ee7bd620-6ee5-4108-8fa5-fa43df59f142;Gobierno;Encargado de la gobernanza, la participación ciudadana y la administración de los asuntos públicos.
4f3b76a2-ce2f-45e2-b454-dd3254fdf8e2;4639;220;IDPAC;Instituto Distrital de la Participación y Acción Comunal;Entidad encargada de fomentar la participación ciudadana y la acción comunal.;Somos una entidad pública, del orden distrital, que genera condiciones innovadoras, institucionales, organizativas y culturales en Bogotá y la región, que incentivan, facilitan y fortalecen la participación y el empoderamiento como forma de mejorar el bienestar de la ciudadanía y sus comunidades.;En el 2030, el IDPAC será reconocido local, nacional e internacionalmente, como la entidad líder en la promoción e investigación de la participación ciudadana en el Distrito Capital, así como en producción de técnicas y metodologías de fortalecimiento organizativo, que aportan a la cultura democrática, inclusiva, intercultural y con equidad de género y a incrementar la capacidad de incidencia de la ciudadanía en la gestión pública y el control social.;8f2013cb-a19d-4b94-82e1-dde826049c56;Gobierno;Encargado de la gobernanza, la participación ciudadana y la administración de los asuntos públicos.
4f3b76a2-ce2f-45e2-b454-dd3254fdf8e2;6127;110;SDG;Secretaría Distrital de Gobierno;Secretaría encargada de la administración política y la gobernabilidad en la ciudad.;La _Secretaría Distrital de Gobierno lidera la convivencia pacífica, el ejercicio de la ciudadanía, la promoción de la organización y de la participación ciudadana, y la coordinación de las relaciones políticas de la Administración Distrital en sus distintos niveles, para fortalecer la gobernabilidad democrática en el ámbito distrital y local, y garantizar el goce efectivo de los derechos humanos y constitucionales.;En el 2024 la Secretaría Distrital de Gobierno habrá puesto en marcha una nueva etapa renovada de participación ciudadana en Bogotá, resignificando el trabajo colaborativo entre la institucionalidad y la ciudadanía, construyendo comunidades empoderadas desde la convivencia pacífica, y fortaleciendo un gobierno local, cercano y transparente, con la implementación de mecanismos innovadores, una relación de confianza entorno al diálogo para la garantía de los derechos y el cumplimiento de los deberes de cada uno, de acuerdo con los compromisos establecidos en la alianza para el Gobierno Abierto.;2a1228b4-8ee2-424d-ac64-2c28d249f7f7;Gobierno;Encargado de la gobernanza, la participación ciudadana y la administración de los asuntos públicos.
40ec80df-f409-4400-ada2-2b327d7d9d2b;3864;264;;Aguas de Bogotá S.A.S. ESP;Empresa prestadora de servicios de aseo y gestión de residuos en la ciudad.;En Aguas de Bogotá S.A. E.S.P. prestamos servicios de gestión integral del agua, de residuos y gestión ambiental, cumpliendo con los requerimientos de nuestros clientes, a nivel nacional, contribuyendo al mejoramiento de la calidad de vida de nuestros usuarios de manera innovadora, con enfoque pedagógico, circular y sostenible.;Aguas de Bogotá S.A. E.S.P., en el 2030, será reconocida en Bogotá y otras regiones de Colombia como una empresa experta en la gestión integral del ciclo del agua y de residuos, con presencia en Latinoamérica, bajo una excelencia operacional.;81a5cc88-6183-427b-806c-1b2756fdd57d;Hábitat;Responsable de la vivienda, el ordenamiento territorial y el desarrollo urbano sostenible.
40ec80df-f409-4400-ada2-2b327d7d9d2b;1397;208;CVP;Caja de Vivienda Popular;Organismo distrital que promueve el acceso a la vivienda y el desarrollo urbano.;La Caja de la Vivienda Popular tiene como misión transformar y mejorar la vivienda, el hábitat y las condiciones de vida la población de estratos 1 y 2 de Bogotá Región, a través de la implementación de los programas de Reasentamientos, Titulación de Predios y Mejoramiento de Vivienda y de Barrios, en cuyo marco desarrolla intervenciones integrales y sostenibles que reconocen las particularidades del hábitat popular. La CVP promueve el ejercicio de los derechos ciudadanos, la participación activa de la ciudadanía y el goce efectivo de la ciudad, contribuyendo a la disminución de la segregación socio espacial de la ciudad y a la mitigación de los impactos ambientales que genera la ocupación del territorio de la ciudad y su región.;En 2024 la Caja de la Vivienda Popular será reconocida por su liderazgo e impacto en el mejoramiento integral de la vivienda y la calidad de vida de los hogares de estratos 1 y 2 de Bogotá Región, y por generar, a través de su conocimiento del hábitat popular, procesos sostenibles de construcción y transformación del hábitat, que aporten a consolidar un nuevo contrato social y ambiental en la ciudad y su entorno.;dae08630-74c8-44c3-906c-d4b7fdbd4bfa;Hábitat;Responsable de la vivienda, el ordenamiento territorial y el desarrollo urbano sostenible.
40ec80df-f409-4400-ada2-2b327d7d9d2b;3943;265;EAAB;Empresa de Acueducto y Alcantarillado de Bogotá - ESP;Empresa encargada de la prestación del servicio de acueducto y alcantarillado en Bogotá.;Agua para la vida, generando bienestar para la gente.;Excelencia en la gestión empresarial del agua, compromiso y empresa para todos.;8e512352-7788-420d-9f94-e0ba1018820f;Hábitat;Responsable de la vivienda, el ordenamiento territorial y el desarrollo urbano sostenible.
40ec80df-f409-4400-ada2-2b327d7d9d2b;;;GEB;Grupo Energía Bogotá S.A. E.S.P.;Compañía que lidera la generación, distribución y comercialización de energía en la ciudad.;Gestionar sistemas de transmisión, transporte y distribución, así como inversiones en el sector energético;Ser reconocidos como una empresa ética, responsable social y ambientalmente, sostenible y líder en la transición energética;622af4a0-42c7-4311-90d4-9be74fd8f599;Hábitat;Responsable de la vivienda, el ordenamiento territorial y el desarrollo urbano sostenible.
40ec80df-f409-4400-ada2-2b327d7d9d2b;4193;263;RenoBo;Empresa de Renovación y Desarrollo Urbano de Bogotá D.C.;Entidad responsable de la renovación y el desarrollo urbano en Bogotá.;Somos el operador de proyectos de revitalización urbana de Bogotá. Identificamos, promovemos, gestionamos, gerenciamos y ejecutamos proyectos integrales para el desarrollo de las ciudades.;La Empresa de Renovación y Desarrollo Urbano de Bogotá –RenoBo será la empresa líder en la revitalización de las ciudades, mediante la gestión de proyectos urbanos integrales, que promuevan el equilibrio territorial, el desarrollo económico y social y la protección del patrimonio ambiental y cultural de las ciudades.;1d8d452b-c609-4ae7-9b8c-567a1f28032f;Hábitat;Responsable de la vivienda, el ordenamiento territorial y el desarrollo urbano sostenible.
40ec80df-f409-4400-ada2-2b327d7d9d2b;;;ETB;Empresa de Telecomunicaciones de Bogotá S.A. E.S.P.;Empresa que gestiona la infraestructura de telecomunicaciones del distrito.;La misión de ETB es entregar soluciones integrales de tecnologías de información y comunicaciones que satisfacen a nuestros clientes y contribuyen al fortalecimiento de la sociedad de la información, en el marco de la Responsabilidad Social Empresarial;ETB aumentará sus ingresos totales de 1,5 billones de pesos en el 2017 a 2,0 billones de pesos en el año 2022. Nuestro reto será maximizar el valor de la compañía a partir de la implementación de la eficiencia y la atención al cliente como columna vertebral de la estrategia, unido a un recurso humano de excelencia, con el fin de aumentar la satisfacción de nuestros clientes y convertir a ETB en la marca líder de Bogotá con reconocimiento nacional.;5ae28390-f8b2-43cd-a3ba-cf0c8303517f;Hábitat;Responsable de la vivienda, el ordenamiento territorial y el desarrollo urbano sostenible.
